pmcid,paper_type,vaccine_name,vaccine_name_generated,vaccine_target_pathogen,vaccine_target_host,vaccine_model_host,vaccine_delivery_method,vaccine_manufacturer,vaccine_storage_method,vaccine_stage,vaccine_license,vaccine_antigen,vaccine_formulation,vaccine_gene
PMC3482151,full_text,Brucella abortus strain 19 vaccine,False,Brucella abortus,cattle,,,,,,,,,
PMC12848608,full_text,,False,"Brucella spp., Leptospira spp., Orientia tsutsugamushi (scrub typhus)","Humans, domestic animals (cattle, goats, sheep)",,,,,research,,,,
PMC7282397,full_text,BLS-MICA,False,,Human (patients with cancer expressing MICA),Mouse (C57BL/6),Intraperitoneal injection,,Stored at 4°C,research,,Ectodomain of MICA (MHC class I chain-related protein A),"Chimeric protein consisting of MICA ectodomain fused to Brucella lumazine synthase (BLS), produced in E. coli, purified and refolded",Exons 2 to 4 of human MICA*001 allele
PMC414579,full_text,Marek's disease vaccine,False,Marek's disease virus,chicken,chicken,,,,licensed,,,,
PMC2238042,full_text,,False,Brucella spp.,Human,,,,,,,,,
PMC1255626,full_text,Brucellosis vaccine,False,Brucella spp.,Cattle (heifers),,Injection (at time of dehorning),,,,,,,
PMC12046528,full_text,,False,"SARS-CoV-2, Brucella",,,,,,research,,,,
PMC10820470,full_text,znBMZ,False,Brucella melitensis,livestock (primarily goats and sheep),BALB/c mice,intraperitoneal injection,,,research,,"live attenuated Brucella melitensis mutant lacking znuA and norD, expressing lacZ",live attenuated bacterial strain (∆znuA ∆norD B. melitensis-lacZ),"znuA, norD, lacZ"
PMC8605856,full_text,Fowlpox vaccine,False,Fowlpox virus,Chicken,SPF chickens,,Razi Vaccine and Serum Research Institute,,,,,,
PMC4815432,full_text,,False,,,,,,,,,,,
PMC127831,full_text,Yersinia enterocolitica-delivered DNA vaccine encoding Brucella abortus Bacterioferritin or P39,True,Brucella abortus,humans and animals,BALB/c mice,live attenuated Yersinia enterocolitica (serotypes O:3 and O:9) as vector for naked-DNA plasmids,,,research,,Bacterioferritin (BFR) and P39,live attenuated Yersinia enterocolitica carrying naked-DNA plasmids encoding BFR or P39,"BFR gene, P39 gene"
PMC10157429,full_text,FINLAY-FR-2 (Soberana 02) and FINLAY-FR-1A (Soberana Plus),False,SARS-CoV-2,Human,,Intramuscular injection,Finlay Vaccine Institute of Cuba; Pasteur Institute of Iran,2 to 8 °C,clinical,"Emergency use in Belarus, Cuba, Iran, Mexico, Nicaragua, and Venezuela",SARS-CoV-2 spike glycoprotein receptor-binding domain (RBD),Protein subunit vaccine (FINLAY-FR-2: RBD conjugated to tetanus toxoid; FINLAY-FR-1A: RBD dimer without conjugation),
PMC3312338,full_text,,False,,,,,,,,,,,
PMC7096292,full_text,Brucevac,False,Brucella melitensis,Cattle,Cattle,Subcutaneous injection (elbow region),,"Freeze-dried, stored refrigerated at 4°C overnight (milk samples); blood serum stored at −20°C",licensed,,Live attenuated B. melitensis strain Rev.1,"Freeze-dried live attenuated B. melitensis strain Rev.1, reconstituted, 0.5-4.0 × 10^9 CFU per 3 mL dose",
PMC7130581,full_text,Equivac HeV,False,Hendra virus,Horse,Ferret,Injection,Pfizer Animal Health,,licensed,Australia,soluble recombinant glycoprotein (G) of Hendra virus,adjuvanted subunit protein vaccine,glycoprotein (G) gene
PMC5695775,full_text,Live Mycobacterium bovis Bacille Calmette-Guérin (BCG) Danish 1331,False,Mycobacterium bovis,Bos taurus (cattle),Bos taurus (cattle),subcutaneous injection,"Statens Serum Institute, Denmark","lyophilized, reconstituted before use",research,,Live attenuated M. bovis BCG,"Lyophilized live BCG, reconstituted, 2 x 10^6 CFU/ml, 1 ml dose",
PMC10133916,full_text,Sinopharm,False,SARS-CoV-2,Human,,Injection,Sinopharm,,licensed,,Spike (S) protein,Inactivated virus,
PMC12642129,full_text,A19-ΔVirB12,False,Brucella abortus,cattle (heifers),"cattle (heifers), mice (mentioned in discussion)",subcutaneous injection,Tecon,,licensed,"Ministry of Agriculture & Rural Affairs of the People's Republic of China Announcement No. 315, 2020",Brucella abortus with deletion of VirB12 gene,"attenuated live, gene-deleted vaccine",VirB12 (deleted)
PMC6329890,full_text,U-Omp19 oral adjuvant vaccine,True,,Human,"Mouse (BALB/c), Human cell lines (Caco-2, HT29)",Oral,,,research,,"Ovalbumin (OVA), Cholera toxin subunit B (CTB)",Antigen (OVA or CTB) co-administered with U-Omp19 protease inhibitor,U-Omp19 gene from Brucella spp.
PMC10994407,full_text,γ-irradiated Brucella ovis encapsulated in alginate/chitosan or emulsified in Montanide ISA 61,True,Brucella ovis,sheep,mouse (C57BL/6),subcutaneous injection,,stored at -80°C,research,,γ-irradiated Brucella ovis (ATCC 25840),alginate-chitosan microcapsules or Montanide ISA 61 emulsion,
PMC7089108,full_text,DNA vaccine,True,,"Various animals (cattle, sheep, goats, swine, canines, equines, poultry)","Mice, small animals, large animals, humans","Intramuscular injection, gene gun, suppositories, needle-free injector, mucosal delivery, topical application, electroporation, nanoparticle-mediated delivery, cationic liposomes",,Lyophilized form,research,,"Protective antigen gene of pathogen (e.g., L7/L12, SOD, MPB83, Ag85B, FnBP, ClfA, PA83, HSP-65, OMP-31, flaB2, VapA, K88, MOMP, gp51, gp30, gC, gD, E2, VP1, gB, VP2, HA, F, N, S1, VP2, VP1, VP2, MSP1b, 15 kDa, Sj28GST, Sj23, p50, 3-1E, EtMIC2)","Plasmid DNA with eukaryotic/viral promoter, polyadenylation signal, bacterial origin of replication, antibiotic resistance gene; may include adjuvants (cytokines, CpG motifs, cationic lipids, microparticles, co-polymers)","Gene encoding target antigen (e.g., L7/L12, SOD, MPB83, Ag85B, FnBP, ClfA, PA83, HSP-65, OMP-31, flaB2, VapA, K88, MOMP, gp51, gp30, gC, gD, E2, VP1, gB, VP2, HA, F, N, S1, VP2, VP1, VP2, MSP1b, 15 kDa, Sj28GST, Sj23, p50, 3-1E, EtMIC2)"
PMC12737732,full_text,B. melitensis LPS + ISA 61 VG,False,Brucella melitensis,goat,goat,subcutaneous injection,,stored at −20 °C,research,,lipopolysaccharide (LPS) from B. melitensis strain 16M,LPS emulsified with Montanide ISA 61 VG adjuvant (40:60 v/v antigen-to-adjuvant ratio),
PMC5207737,full_text,BLS-Stx2B + IntiminC280 + EspB subunit vaccine,True,Enterohemorrhagic Escherichia coli (EHEC) O157:H7,Cattle (Bos taurus),Holstein Friesian calves,Intramuscular injection,,Sera stored at -20°C; antigen storage not specified,research,,"BLS-Stx2B fusion protein (Brucella Lumazine Synthase fused to Shiga toxin 2 B subunit), IntiminC280, EspB",100 μg of each antigen emulsified in mineral oil-based adjuvant (Montanide ISA206) in PBS,"stx2B (Shiga toxin 2 B subunit), intimin (eae), espB"
PMC8881662,full_text,"Brucella abortus S19 live vaccine (reduced-dose, intraocular and subcutaneous administration)",False,Brucella abortus,Cattle (Bos taurus),Cattle (Bos taurus),Intraocular (conjunctival) and subcutaneous injection,"Hester Ltd (Gujarat, India)",,research,,"Live attenuated Brucella abortus S19 strain (smooth type, lipopolysaccharide (LPS) antigen)","Live attenuated vaccine, reduced-dose (5 × 10^9 CFU/0.1ml), reconstituted with diluent","bcsp31, IS711"
PMC12190922,full_text,ZyCoV-D,False,SARS-CoV-2,Human,,Needle-free injection system (NFIS),"Zydus Lifesciences Ltd., Ahmedabad, India",,licensed,Emergency use authorization,SARS-CoV-2 spike (S) protein,DNA vaccine encoding S protein with N-terminal human IgE signal peptide,S gene with human IgE signal peptide
PMC3556277,full_text,Live attenuated virmugen knockout vaccine,True,"Bacteria, viruses, protozoa (e.g., Brucella)",,Animal models,,,,research,,Mutated virulence factor (virmugen gene product),Live attenuated,"Virmugen (e.g., aroA, carbohydrate/nucleotide metabolism genes)"
PMC8758758,full_text,RBD-BLS multimer,True,SARS-CoV-2,human,mouse (BALB/c),subcutaneous injection,,frozen at -20°C or -80°C,research,,Receptor Binding Domain (RBD) of SARS-CoV-2 Spike protein,"RBD covalently coupled to multimeric lumazine synthase (BLS) from Brucella abortus, with or without aluminum hydroxide (Al(OH)3) adjuvant","SARS-CoV-2 spike protein residues 319–537, fused to Saccharomyces cerevisiae alpha factor secretion signal (N-terminal), C-terminal Sortase A recognition sequence (Leu-Pro-Glu-Thr-Gly), and His6 tag"
PMC8363076,full_text,Brucella abortus strain RB51 dry dart formulation,False,Brucella abortus,Bison (Bison bison),Bison (Bison bison),Surgical implantation of dry dart pellet (intended for remote delivery),"Colorado Serum Co, Denver, CO","Lyophilized, stored in 1 ml aliquots at −70°C",research,,Live Brucella abortus strain RB51,"Dry dart pellet containing lyophilized RB51 mixed with magnesium stearate, compressed into projectiles",
PMC2633335,full_text,Recombinant invasive E. coli vaccine vector expressing Brucella antigen,True,Brucella species (Brucella melitensis),Human,Mouse (BALB/c female mice),Intraperitoneal injection (i.p.),,,research,,"Brucella melitensis ORF BmeII-1097 (putative transcriptional regulator), GFP (model antigen)","Live recombinant E. coli (DH5α or BL21-AI) expressing invasin (Yersinia pseudotuberculosis), listeriolysin O (Listeria monocytogenes), and antigen (Brucella BmeII-1097 or GFP); optionally co-expressing murine IL-12","inv (invasin, Yersinia pseudotuberculosis), hly (listeriolysin O, Listeria monocytogenes), BmeII-1097 (Brucella melitensis), GFP, murine IL-12"
PMC3989042,full_text,,False,Brucella spp.,"cattle, sheep/goats, camels",,,,,,,,,
PMC6728543,full_text,VPEAR (Vaccine Platform for Extended Antigen Release),False,Brucella abortus,cattle,cattle (Holstein steers),subcutaneous surgical implantation (polyanhydride rod and implant) plus soluble injection,,Methanol-killed RB51 antigen stored at 4°C in high-grade methanol until use,research,,methanol-killed Brucella abortus RB51,"Polyanhydride (20:80 CPTEG:CPH) rod containing methanol-killed RB51 and MPLA adjuvant, within a polyethylene implant capped with a PVDF membrane and collagen immunodiffusion barrier",
PMC6773412,full_text,pneumococcal conjugate vaccine,False,Streptococcus pneumoniae,human,,,,,,,,,
PMC4533132,full_text,Brucella melitensis 16MΔTcfSR,False,Brucella melitensis,animals,"BALB/c mice, RAW 264.7 murine macrophage cell line",,,,research,,TcfS,live attenuated mutant,TcfSR promoter mutant
PMC9478790,full_text,"Brucella vaccine (multiple types: S19, RB51, REV-1, recombinant, subunit, DNA, vector-based)",True,"Brucella spp. (including B. abortus, B. melitensis, B. suis, B. canis)","Livestock (cattle, sheep, goats), humans (potential)","Mouse (BALB/c, Swiss albino, B6.129s2-Irf1tm1Mak/J), sheep, guinea pig","Intraperitoneal (IP), Subcutaneous (SC), Intramuscular (IM), Intranasal (IN), Oral (OR), Intradermal (ID)",,,research,,"Brucella outer membrane proteins (Omp16, Omp19, Omp31), periplasmic protein BP26, P39, SOD (Cu/Zn superoxide dismutase), BLS (lumazine synthase), PRASbA (proline racemase subunit A), recombinant HSP40 (rDnaJ), BAB1-0278, Cry1Ac protoxin, Brucella lysed extract","Live attenuated, recombinant, subunit, DNA-based, vector-based (E. coli, Salmonella Typhimurium), adjuvanted (CpG oligodeoxynucleotides, Pluronic P85, aluminum hydroxide gel, levamisole, Freund's adjuvant)","Omp16, Omp19, Omp31, BP26, P39, SOD, BLS, PRASbA, rDnaJ, BAB1-0278, Cry1Ac, groEL"
PMC11758667,full_text,Brucella abortus S19,False,Brucella abortus,Cattle (Bos taurus),Cattle (Bos taurus),Conjunctival and subcutaneous,"Three GMP-certified organizations in Turkey (one state-owned, two private-sector; anonymized as A, B, and C)",,licensed,,Live attenuated Brucella abortus S19 strain,"Live attenuated bacterial vaccine (S19 strain), administered as conjunctival or subcutaneous dose",Erythritol catabolic gene deletion (702-base deletion)
PMC9020918,full_text,S2-Ag85A oral DNA vaccine,False,Brucella species,"cattle, sheep, humans",C57BL/6 mice,oral (gavage),,stored at −80°C in 15% glycerol,research,,Ag85A,oral DNA vaccine using Ag85A antigen and S2 strain,Ag85A cDNA cloned into pTg2.0 vector
PMC2009751,full_text,Aborsec (Brucella abortus strain B19),False,Brucella abortus,"Cattle, Humans",C57 B16 x DBA2 F1 hybrid female mice,Intravenous injection,Merieux,"Lyophilized, stored at -70°C",research,,Live Brucella abortus strain B19,"Live, lyophilized bacteria rehydrated and aliquoted",
PMC10051820,full_text,Brucella abortus S19 sLPS-QS-X mucosal vaccine,True,Brucella abortus,human,BALB/C mouse,intranasal,,"formulated just before immunization, kept at 4°C for a short period before use",research,,Brucella abortus S19 smooth lipopolysaccharide (sLPS),"subunit vaccine containing sLPS, Quillaja saponin, and xyloglucan in sterile PBS",
PMC6541982,full_text,Newcastle disease virus attenuated vaccine (NDV),False,Newcastle disease virus,Chicken,Specific-pathogen-free (SPF) chicken embryos,Yolk sac inoculation,"Qingdao Yebio Bioengineering Co., Ltd.",,licensed,Identified by China Institute of Veterinary Drug Control as qualified product,,Attenuated live virus,
PMC130813,full_text,PanBio Coxiella burnetii immunoglobulin G (IgG) ELISA,False,Coxiella burnetii,,,,"PanBio Pty Limited, Brisbane, Queensland, Australia",,licensed,,,enzyme-linked immunosorbent assay (ELISA),
PMC1445191,full_text,Brucella abortus vaccine,False,Brucella abortus,,mice,,,,research,,,,
PMC1031119,full_text,,False,,,,,,,,,,,
PMC1458483,full_text,,False,Brucella melitensis,,murine (mouse),,,,research,,"lipid A-free fractions (PI and SF), peptidoglycan and lipoprotein moieties",,
PMC11913674,full_text,BNT162b2,False,SARS-CoV-2,Human,Human,Intramuscular injection,Pfizer/BioNTech,Refrigeration at 2°C-8°C (with stability improvements in newer versions); uses sucrose as a stabilizer and cryoprotectant,licensed,"FDA emergency use authorization (December 11, 2020)",SARS-CoV-2 spike protein,"Lipid nanoparticle (LNP)-encapsulated, nucleoside-modified mRNA",mRNA encoding the full-length SARS-CoV-2 spike protein
PMC302771,full_text,Salmonella choleraesuis chi 3781(pBA31-R7),False,Brucella abortus,swine,"mice, swine",oral,,,research,,31-kDa protein from Brucella abortus (BCSP31),attenuated Salmonella choleraesuis chi 3781 mutant containing recombinant plasmid pBA31-R7,pBA31-R7
PMC8708995,full_text,Brucella abortus S19Δper,False,Brucella abortus,buffalo (Bubalus bubalis),"guinea pig, buffalo",subcutaneous injection,ICAR-Indian Veterinary Research Institute (ICAR-IVRI),,research,,live attenuated Brucella abortus S19Δper (perosamine synthetase wbk B gene deletion mutant),"live attenuated bacterial suspension in phosphate buffer saline (PBS), 4 × 10^10 CFU/dose or reduced dose (1–2 × 10^9 CFU)",perosamine synthetase wbk B gene (Locus Tag-BAbS19_105070) deletion
PMC1006250,full_text,,False,,,,,,,,,,,
PMC9978739,full_text,Brucella abortus strain RB51,False,Brucella abortus,cattle,Hereford cross heifers,intramuscular injection,Colorado Serum Company,,licensed,,Brucella abortus strain RB51 (live attenuated),"modified live vaccine (MLV), 2.5 mL, 3 × 10^10 colony forming units (CFU)",
PMC10582347,full_text,BMEI0856-based subunit vaccine,True,Brucella melitensis,"cattle, goat, human",BALB/c mice,intraperitoneal injection with adjuvant,,snap freezing and storing at −80°C,research,,Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase (BMEI0856),purified recombinant protein mixed with Freund’s adjuvant,BMEI0856
PMC12390573,full_text,"G7, G8, and G16 rough Brucella vaccine candidates",True,Brucella melitensis,"goats, sheep","mice (BALB/c), murine macrophage cell line RAW264.7",intraperitoneal injection,,,research,,O-antigen-deficient Brucella melitensis (rough strains); partial O-antigen in G16,"live attenuated rough Brucella melitensis strains (G7, G8, G16)","gntR7 (BM28_RS10400), gntR8 (BM28_RS08440), gntR16 (BM28_RS14945) deletions"
PMC6737346,full_text,"S19ΔvjbR (encapsulated and unencapsulated), S19",False,Brucella abortus,swine (Sus scrofa domesticus),American Yorkshire gilts (pregnant sows),subcutaneous injection (scapular area),"S19 from National Veterinary Services Laboratories (NVSL, Ames, IA); S19ΔvjbR engineered in-house",,research,,Live attenuated Brucella abortus S19 or S19ΔvjbR (vjbR gene deletion mutant),Live attenuated (encapsulated in alginate or unencapsulated); alginate microencapsulation with poly-l-lysine and vitelline protein B coating,vjbR (BABII 0118) gene deletion in S19ΔvjbR
PMC5760530,full_text,Brucella melitensis Rev. 1,False,Brucella melitensis,small ruminants,,ocular (full dose) vaccination,,,licensed,,live attenuated Brucella melitensis Rev. 1 strain,live attenuated vaccine,
PMC10230353,full_text,chickenpox vaccine,False,varicella-zoster virus,human,,,,,,,,,
PMC9814167,full_text,Brucella abortus strain 19 (S19),False,Brucella abortus,Cattle,,"subcutaneous, conjunctival, oral",,,licensed,,Live attenuated Brucella abortus S19,Live attenuated bacterial vaccine,703 bp deletion of erythritol catabolic genes
